english_sentence,korean_sentence
"pay, wages; repair (broken parts of a building); conservatism (sticking to traditional systems)","보수"
"solution, relieve, solve; break up (an organization to make it disappear)","해소"
"leisure, spare time, free time","여가"
"sometimes, now and the, often, more often than not","종종"
"man (ly) at the peak of manhood; masculine","사나이"
"to feel, realize (feel as though one is actually experiencing something)","실감하다"
"to be a good son/daughter, devoted to one's parents","효도하다"
"worry, fear, anxious, concerning, worry","염려"
"from.. to; remote area, entral area, native country","내지"
"concert hall, venue","공연장"
"to dress someone, put on; cover, coat (the surface of something); cause damage (to), inflict","입히다"
"yard, garden","뜰"
"student, disciple, follow","제자"
"to sweep; devestate","쓸다"
"to have something ahead","앞두다"
"to capture (alive); captivate, obsess","사로잡다"
"circumference, girth","둘레"
"to nag, scold,  nitpick","잔소리하다"
"oxygen; grave, tomb, graveyard","산소"
"recital, performance, conference, exhibition, meeting","발표회"
"to be shy, bashful, embarrassed (because one's behavior is not natural)","쑥스럽다"
"to be savory, aromatic; gloat, show joy (at someone else's misfortune); accuse; make bitter smile","고소하다"
"to discover, figure out, identify, find out","알아내다"
"anchovy","멸치"
"pond","연못"
"interest (money); this man","이자"
"floral design","꽃무늬"
"to give (generously), throw a party, do someone a favor; show mercy","베풀다"
"ribbon","리본"
"safety belt","안전띠"
"negative, being contradictory","부정적"
"local, current location of an object or thing","현지"
"to be common","공통되다"
"to break off, snap, fold; raise one's voice; win; turn; suppress or remove a thought","꺾다"
"year (reffering to an occurrence)","연도"
"well (hole dug for water)","우물"
"yoga","요가"
"for a long time, forever","오래오래"
"to be unrelated, irrelevant, unconnected; very close?","무관하다"
"the husband of a girl's elder sister","형부"
"driver","운전자"
"this and that","이것저것"
"spot, point, place; branch office","지점"
"jewel, gemstone; bail","보석"
"to donate, contribute, subscribe (to) (voluntarily without expectation of anything in return)","기부하다"
"to carry out, do, perform, fulfill; accompany","수행하다"
"invitation","초청장"
"as much as one likes","마음껏"
"barley","보리"
"fiance","약혼자"
"to be noble, rare, precious","귀하다"
"business, matter of business","용건"
"daily temperature range","일교차"
"mailbox","우편함"
"to gain weight, get fat; become strong, rich","살찌다"
"to apply a hot/cold pack; relieve pain by going in a hot spring; beat (hit[slang])","찜질하다"
"part, region (of the body)","부위"
"to hang, cling to; depend on; beg","매달리다"
"household, housekeeping, household goods; living as a family","살림"
"scent, fragrance","향"
"to become better, improve, advance, progress","향상되다"
"fixed interval, period; spirit, energy","정기"
"to be solemn, somber, grave, serious (not common)","엄숙하다"
"lump, chunk","덩어리"
"to stay the night (at an inn/hotel etc)","숙박하다"
"to agree, consent, approve (accept another's request)","승낙하다"
"paint, dye, color","물감"
"final exam","기말시험"
"to postpone, delay; loosen, ease","늦추다"
"to jump rope","줄넘기하다"
"spectacle, attraction (something interesting to see)","볼거리"
"frame, cast, mold, framework; shape, outline; formality, conventionality","틀"
"grassland, meadow","초원"
"trip, going out, outing (not far from home)","나들이"
"official, formal, routine, formula; stereotype","공식적"
"to get cleared, become better, open up, have an insight","트이다"
"to spatter, bounce; take off, bolt; stand out","튀다"
"deep bow","큰절"
"to belong to, be affiliated","소속되다"
"PC; fish (not common but used as fish more often)","피시"
"sprout, bud (not common)","새짝"
"to establish, start, found (country/dynasty/business)","창업하다"
"one's own business, self-employment","자영업"
"exhibition, exposition, fair (for a certain topic and to advertise/sell)","박람회"
"dry season","건시"
"to be cheerful, pleasant, rhythmical","경쾌하다"
"taking a course","수강"
"to remit, send money, wire","송금하다"
"payment in advance","선불"
"to be generous, plentiful, abundant (not common)","푸짐하다"
"to pay (tax/tuition to a state or public organization)","납부하다"
"only daughter and only child","외동딸"
"to recharge (a battery or oneself)","재충전하다"
"to develop (oneself/IQ, talent, thought)","계발하다"
"to open (up), clear; open one's heart","터놓다"
"energy, vitality (energy that gives you life)","활력"
"to fill, patch up, supplement; solder; make do with, eat lightly; kill time","때우다"
"to be detected, revealed, found out","들통이 나다"
"manners","매너"
"to recall, recollect, reminisce, look back on, reflect (thinking about one's past events)","회상하다"
"to be exciting, interesting, absorbing","흥미진진하다"
"true story, real life story","실화"
"to be daunted, intimidated; subside, wither, shrink","위축되다"
"to be frustrated, discouraged; to fail, breakdown, fall through","좌절하다"
"great person (judged by their character/people in history); nature, disposition","위인"
"to turn away, miss, go wide; wander off, go astray","빗나가다"
"to be pleased, satisfied, delighted, heartwarming (something sentimental or after you achieve a goal)","흐뭇하다"
"to be deep black, pitch black; hopeless; ulterior deceptive","새까맣다"
"give a lecture, speech","강연하다"
"to be touching (not common)","뭉클하다"
"lightning, lightning bolt; harsh scolding; suddenly covered in cold water","벼락"
"to be promising, hopeful, bright","유망하다"
"diaper","기저귀"
"to visit one's ancestral graves","성묘하다"
"understanding (somebody's situation or fault); consent","양해"
"to be sour, acidic","새콤하다"
"to wear, put on (something onto your body)","착용하다"
"to publish (writing, painting, music, etc)","출간하다"
"daily tasks, daily work","일과"
"to be proud","대견하다"
"to go to school","등교하다"
"both hands","양손"
"to be talkative, chatty","수다스럽다"
"childcare, care of infants","육아"
"fence","울타리"
"to be sticky, clammy; close-knit","끈끈하다"
"child, small person; snobbish person; stamp (mail)","소인"
"ballet","발레"
"unexpectedly, abruptly, all of a sudden","불쑥"
"to be arrogant, stuck-up, snobby","오만하다"
"to block, shut off, obstruct","차단하다"
"spring water","샘물"
"to be turned over, inside out, be reversed","뒤집히다"
"to be strange, weird, odd","묘하다"
"to state, discuss (write or speak logically about a subject)","논술하다"
"thorn, needle, fish bone; visibility","가시"
"ventilation; awaken (someone's interest/attention)","환기"
"to explore, go on an expedition","탐험하다"
"camel","낙타"
"to be impertinent, arrogant, cocky","건방지다"
"to get dark, come to an end (after sunset/season ending)","저물다"
"boiler, furnace","보일러"
"thoroughly, firmly; completely (hide) (not common)","꼭꼭"
"tonic, restorative herbal medicine","보약"
"treasure (valuable thing or person)","보배"
"dinosaur","공룡"
"to come and go often, transcend","넘나들다"
"to be admirable, commendable (not common)","기특하다"
"to lie down, sprawl, stretch out","드러눕다"
"to be tough, durable, persistent, tenacious","질기다"
"to be rolled, wound around, coiled; cling to; shut one's eyes; wash one's hair","감기다"
"isolation","고립"
"to come at, attack","덤비다"
"compact car","소형차"
"to be gross, nasty, disgusting, creepy","징그럽다"
"to be fragrant, aromatic, sweet smelling","향기롭다"
"jujube (fruit that tastes sweet and looks like a bird's egg)","대추"
"to select, pick out (out of many)","선발하다"
"all together, all over, swarm, croud","우르르"
"fun, joy, excited; huh","흥"
"bead, marble","구슬"
"to be weak, delicate, frail","연약하다"
"money, capital, funds","자금"
"to scribble, doodle; graffiti","낙서하다"
"devoted daughter","효녀"
"to be yellow (darker)","누렇다"
"whisper (not common)","귓속말"
"thatched-roof house (straw roof)","초가집"
"tile-roofed house","기와집"
"to cram to repeat a college entrance exam","재수하다"
"donation, contribution","성금"
"to be underpriviledge, disadvantaged, deprived","불우하다"
"to starve, go hungry; be hungry (for)","굶주리다"
"to stick, cling to; stay; focus; suit one's taste","달라붙다"
"trial and error; mistake","새행착오"
"wealth, riches","재물"
"mind, feelings, mental state","심경"
"to be ignorant; unsophisticated","무식하다"
"taste, preference, (food) (not common)","식성"
"blue, green (vivid)","푸른색"
"to be terrible, horrible, frightful (something that causes fear/anxiety)","무시무시하다"
"blessing in disguise","전화위복"
"red (dark red)","붉은색"
"energy (mental and physical strength to move)","기력"
"foul, violation, infringement","반칙"
"to be sullen, displeased (saying little and looking displeased)","시무룩하다"
"duty, obligation; excuse, pretext","구실"
"romantic","낭만적"
"to revive, bring back, rise from the dead","부활하다"
"to plunder, loot, pillage","약탈하다"
"to dig up; pry, delve into, inquire into","캐다"
"to be thrilling, exhilarating, exciting, electrifying","짜릿하다"
"to be vivid, fresh (recalling something); nice, good (not common)","선하다"
"ax, hatchet","도끼"
"ambulance","구급차"
"body type","체형"
"greatly, dramatically (describing a big change)","부쩍"
"jokes, humor","개그"
"strengths, forte; occupation (by force)","강점"
"to touch; take up; handle; strike; embezzle","손대다"
"to gamble","도박하다"
"being human","인적"
"secret plan, hidden intention, ulterior motive; mental math","속셈"
"to intervene, interfere, step in","개입하다"
"cave","동굴"
"ideal spot, perfect place","명당"
"futility, vain, emptiness","허무"
"shout, yell (by many people)","함성"
"stealthily, quietly, carefully (repeatedly so nobody notices)","살금살금"
"sincerity, devotion","정성"
"to pester, nag; tighten, choke","조르다"
